FILE,marker,variant
GCF_005519465.1,rpoB,125
GCF_005768555.2,rpoB,509
GCF_005795905.1,rpoB,990
GCF_005938145.1,rpoB,859
GCF_005981925.1,rpoB,588
GCF_005981935.1,rpoB,483
GCF_005981965.1,rpoB,483
GCF_006088715.1,rpoB,988
GCF_006229535.1,rpoB,210
GCF_006516935.1,rpoB,686
GCF_006539185.1,rpoB,557
GCF_006539505.1,rpoB,469
GCF_006540305.1,rpoB,466
GCF_006547165.1,rpoB,138
GCF_006547175.1,rpoB,403
GCF_006547185.1,rpoB,403
GCF_006715185.1,rpoB,212
GCF_006715395.1,rpoB,692
GCF_006715785.1,rpoB,254
GCF_006715925.1,rpoB,267
GCF_006716135.1,rpoB,377
GCF_006782915.1,rpoB,377
GCF_006788935.1,rpoB,35
GCF_006974005.1,rpoB,443
GCF_007096885.1,rpoB,459
GCF_007113405.2,rpoB,310
GCF_007113425.2,rpoB,310
GCF_007113445.1,rpoB,310
GCF_007113465.1,rpoB,310
GCF_007113485.2,rpoB,310
GCF_007113505.2,rpoB,310
GCF_007113525.2,rpoB,310
GCF_007113545.2,rpoB,310
GCF_007113565.2,rpoB,793
GCF_007113585.2,rpoB,310
GCF_007113665.2,rpoB,310
GCF_007176755.1,rpoB,434
GCF_007280575.1,rpoB,541
GCF_007280585.1,rpoB,541
GCF_007363395.1,rpoB,985
GCF_007677905.1,rpoB,438
GCF_007679265.1,rpoB,438
GCF_007679425.1,rpoB,438
GCF_007679945.1,rpoB,35
GCF_007827595.1,rpoB,232
GCF_007828695.1,rpoB,919
GCF_007829875.1,rpoB,423
GCF_007829885.1,rpoB,410
GCF_007856155.1,rpoB,931
GCF_007896895.1,rpoB,676
GCF_007896905.1,rpoB,36
GCF_007994955.1,rpoB,687
GCF_008016805.1,rpoB,280
GCF_008039505.1,rpoB,416
GCF_008042035.1,rpoB,655
GCF_008042045.1,rpoB,660
GCF_008042065.1,rpoB,385
GCF_008042115.1,rpoB,695
GCF_008042145.1,rpoB,842
GCF_008042155.1,rpoB,763
GCF_008042275.1,rpoB,555
GCF_008086975.1,rpoB,381
GCF_008087005.1,rpoB,768
GCF_008120935.1,rpoB,238
GCF_008124905.1,rpoB,126
GCF_008124915.1,rpoB,126
GCF_008124975.1,rpoB,126
GCF_008124985.1,rpoB,126
GCF_008125035.1,rpoB,126
GCF_008180165.1,rpoB,331
GCF_008271805.1,rpoB,981
GCF_008312835.1,rpoB,415
GCF_008369065.1,rpoB,190
GCF_008386495.1,rpoB,219
GCF_008632535.1,rpoB,105
GCF_008632955.1,rpoB,360
GCF_008634015.1,rpoB,830
GCF_008634025.1,rpoB,65
GCF_008639045.1,rpoB,16
GCF_008639165.1,rpoB,16
GCF_008642275.1,rpoB,380
GCF_008642295.1,rpoB,598
GCF_008642315.1,rpoB,819
GCF_008642335.1,rpoB,498
GCF_008642355.1,rpoB,646
GCF_008642375.1,rpoB,760
GCF_008704395.1,rpoB,546
GCF_008704425.1,rpoB,412
GCF_008704445.1,rpoB,264
GCF_008704495.1,rpoB,15
GCF_008704515.1,rpoB,772
GCF_008704535.1,rpoB,31
GCF_008704555.1,rpoB,103
GCF_008704575.1,rpoB,20
GCF_008704655.1,rpoB,210
GCF_008704715.1,rpoB,572
GCF_008704795.1,rpoB,984
GCF_008704855.1,rpoB,79
GCF_008704935.1,rpoB,683
GCF_008704995.1,rpoB,149
GCF_008705135.1,rpoB,417
GCF_008705255.1,rpoB,16
GCF_008806595.1,rpoB,356
GCF_008868685.1,rpoB,447
GCF_008905045.1,rpoB,982
GCF_008931305.1,rpoB,126
GCF_008932075.1,rpoB,18
GCF_008973465.1,rpoB,916
GCF_008974245.1,rpoB,491
GCF_009025935.1,rpoB,967
GCF_009184865.1,rpoB,720
GCF_009208535.1,rpoB,146
GCF_009299385.1,rpoB,246
GCF_009377175.1,rpoB,489
GCF_009377185.1,rpoB,930
GCF_009377235.1,rpoB,976
GCF_009495655.1,rpoB,908
GCF_009498275.1,rpoB,727
GCF_009600885.1,rpoB,226
GCF_009600895.1,rpoB,226
GCF_009604455.1,rpoB,871
GCF_009650765.1,rpoB,552
GCF_009709575.1,rpoB,537
GCF_009739225.1,rpoB,278
GCF_009739905.1,rpoB,973
GCF_009755605.1,rpoB,517
GCF_009769735.1,rpoB,943
GCF_009789635.1,rpoB,757
GCF_009811555.1,rpoB,60
GCF_009811575.1,rpoB,742
GCF_009811595.1,rpoB,84
GCF_009811635.1,rpoB,55
GCF_009827025.1,rpoB,740
GCF_009829585.1,rpoB,780
GCF_009832925.1,rpoB,332
GCF_009834105.1,rpoB,36
GCF_009834125.1,rpoB,549
GCF_009834145.1,rpoB,613
GCF_009834665.1,rpoB,412
GCF_009846825.1,rpoB,36
GCF_009852415.1,rpoB,290
GCF_009857135.1,rpoB,898
GCF_009862025.1,rpoB,133
GCF_009862105.1,rpoB,39
GCF_009862115.1,rpoB,225
GCF_009862265.1,rpoB,788
GCF_009862355.1,rpoB,38
GCF_009862365.1,rpoB,38
GCF_009862445.1,rpoB,126
GCF_009862465.1,rpoB,614
GCF_009862475.1,rpoB,39
GCF_009862505.1,rpoB,121
GCF_009862625.1,rpoB,280
GCF_009862685.1,rpoB,133
GCF_009862765.1,rpoB,575
GCF_009862825.1,rpoB,314
GCF_009862865.1,rpoB,118
GCF_009862985.1,rpoB,294
GCF_009863025.1,rpoB,323
GCF_009863035.1,rpoB,528
GCF_009863045.1,rpoB,953
GCF_009863095.1,rpoB,258
GCF_009863125.1,rpoB,596
GCF_009863145.1,rpoB,339
GCF_009863165.1,rpoB,39
GCF_009863235.1,rpoB,346
GCF_009863285.1,rpoB,704
GCF_009864805.1,rpoB,443
GCF_009864845.1,rpoB,488
GCF_009864905.1,rpoB,590
GCF_009865135.1,rpoB,818
GCF_009865165.1,rpoB,433
GCF_009865175.1,rpoB,433
GCF_009865205.1,rpoB,637
GCF_009865365.1,rpoB,346
GCF_009865405.1,rpoB,568
GCF_009865465.1,rpoB,39
GCF_009865475.1,rpoB,149
GCF_009865505.1,rpoB,428
GCF_009865545.1,rpoB,804
GCF_009865565.1,rpoB,418
GCF_009865585.1,rpoB,435
GCF_009865595.1,rpoB,885
GCF_009866455.1,rpoB,8
GCF_009870065.1,rpoB,274
GCF_009870085.1,rpoB,120
GCF_009870095.1,rpoB,784
GCF_009872515.1,rpoB,302
GCF_009872535.1,rpoB,857
GCF_009872555.1,rpoB,561
GCF_009872565.1,rpoB,671
GCF_009872615.1,rpoB,668
GCF_009916105.1,rpoB,293
GCF_009936315.1,rpoB,85
GCF_010119355.1,rpoB,697
GCF_010384365.1,rpoB,501
GCF_010523235.1,rpoB,480
GCF_010548045.1,rpoB,321
GCF_010548075.1,rpoB,433
GCF_010548115.1,rpoB,463
GCF_010548145.1,rpoB,257
GCF_010548165.1,rpoB,705
GCF_010548175.1,rpoB,677
GCF_010548215.1,rpoB,317
GCF_010548375.1,rpoB,276
GCF_010548385.1,rpoB,571
GCF_010548435.1,rpoB,419
GCF_010548465.1,rpoB,632
GCF_010548505.1,rpoB,402
GCF_010548515.1,rpoB,892
GCF_010548525.1,rpoB,986
GCF_010548615.1,rpoB,321
GCF_010548665.1,rpoB,3
GCF_010548675.1,rpoB,828
GCF_010548705.1,rpoB,586
GCF_010548715.1,rpoB,910
GCF_010548725.1,rpoB,548
GCF_010550325.1,rpoB,325
GCF_010550365.1,rpoB,632
GCF_010550405.1,rpoB,185
GCF_010550435.1,rpoB,577
GCF_010550505.1,rpoB,298
GCF_010550525.1,rpoB,586
GCF_010550535.1,rpoB,284
GCF_010550605.1,rpoB,774
GCF_010550645.1,rpoB,400
GCF_010669165.1,rpoB,525
GCF_010892295.1,rpoB,512
GCF_010993835.1,rpoB,617
GCF_011006355.1,rpoB,114
GCF_011008945.1,rpoB,700
GCF_011044995.1,rpoB,960
GCF_011045025.1,rpoB,492
GCF_011055525.1,rpoB,610
GCF_011170105.1,rpoB,548
GCF_011170125.1,rpoB,474
GCF_011170145.1,rpoB,548
GCF_011193355.1,rpoB,457
GCF_011290345.1,rpoB,265
GCF_011317205.1,rpoB,617
GCF_011650445.1,rpoB,550
GCF_011694815.1,rpoB,518
GCF_011751035.2,rpoB,318
GCF_011758705.1,rpoB,246
GCF_011766325.1,rpoB,997
GCF_011800555.1,rpoB,443
GCF_011820545.1,rpoB,141
GCF_012034175.1,rpoB,445
GCF_012034205.1,rpoB,722
GCF_012034235.1,rpoB,413
GCF_012034935.1,rpoB,974
GCF_012044595.1,rpoB,485
GCF_012184365.2,rpoB,36
GCF_012273495.1,rpoB,636
GCF_012273515.1,rpoB,723
GCF_012273535.1,rpoB,200
GCF_012328665.1,rpoB,255
GCF_012922115.1,rpoB,310
GCF_012927225.1,rpoB,397
GCF_012927245.1,rpoB,397
GCF_012933395.1,rpoB,298
GCF_013009255.1,rpoB,803
GCF_013018355.1,rpoB,999
GCF_013030945.1,rpoB,628
GCF_013044505.1,rpoB,245
GCF_013046785.1,rpoB,762
GCF_013055795.1,rpoB,891
GCF_013085465.1,rpoB,877
GCF_013167895.1,rpoB,46
GCF_013177615.1,rpoB,994
GCF_013302895.1,rpoB,201
GCF_013307045.1,rpoB,126
GCF_013317105.1,rpoB,126
GCF_013345665.1,rpoB,839
GCF_013363455.1,rpoB,365
GCF_013363465.1,rpoB,28
GCF_013363475.1,rpoB,645
GCF_013363555.1,rpoB,36
GCF_013363575.1,rpoB,369
GCF_013363655.1,rpoB,365
GCF_013363665.1,rpoB,365
GCF_013363675.1,rpoB,35
GCF_013363735.1,rpoB,645
GCF_013364095.1,rpoB,49
GCF_013364155.1,rpoB,856
GCF_013364175.1,rpoB,503
GCF_013364315.1,rpoB,1
GCF_013364375.1,rpoB,463
GCF_013375055.1,rpoB,337
GCF_013387495.1,rpoB,281
GCF_013394065.1,rpoB,648
GCF_013401435.1,rpoB,795
GCF_013401535.1,rpoB,508
GCF_013409565.1,rpoB,46
GCF_013414305.1,rpoB,599
GCF_013421635.1,rpoB,354
GCF_013423905.1,rpoB,921
GCF_013433285.1,rpoB,214
GCF_013693715.1,rpoB,36
GCF_013778455.1,rpoB,524
GCF_013870495.1,rpoB,634
GCF_013870535.1,rpoB,533
GCF_013870595.1,rpoB,621
GCF_013912435.1,rpoB,698
GCF_013913525.1,rpoB,440
GCF_014070435.1,rpoB,102
GCF_014076605.1,rpoB,708
GCF_014083905.1,rpoB,370
GCF_014138545.1,rpoB,377
GCF_014138735.1,rpoB,377
GCF_014138855.1,rpoB,597
GCF_014138905.1,rpoB,133
GCF_014191845.1,rpoB,679
GCF_014197485.1,rpoB,246
GCF_014202475.1,rpoB,252
GCF_014203475.1,rpoB,984
GCF_014203495.1,rpoB,442
GCF_014203505.1,rpoB,205
GCF_014203535.1,rpoB,421
GCF_014203545.1,rpoB,235
GCF_014203555.1,rpoB,710
GCF_014203595.1,rpoB,790
GCF_014203895.1,rpoB,305
GCF_014205035.1,rpoB,149
GCF_014205055.1,rpoB,444
GCF_014205255.1,rpoB,362
GCF_014205315.1,rpoB,160
GCF_014207295.1,rpoB,476
GCF_014207445.1,rpoB,504
GCF_014216315.1,rpoB,603
GCF_014216335.1,rpoB,384
GCF_014217585.1,rpoB,381
GCF_014252945.1,rpoB,574
GCF_014253015.1,rpoB,460
GCF_014257025.1,rpoB,484
GCF_014280945.1,rpoB,928
GCF_014281035.1,rpoB,35
GCF_014489615.1,rpoB,969
GCF_014489635.1,rpoB,576
GCF_014493765.1,rpoB,896
GCF_014495685.1,rpoB,724
GCF_014495705.1,rpoB,638
GCF_014596445.1,rpoB,487
GCF_014596505.1,rpoB,316
GCF_014596525.1,rpoB,316
GCF_014596915.1,rpoB,789
GCF_014621695.1,rpoB,215
GCF_014645895.1,rpoB,954
GCF_014646275.1,rpoB,776
GCF_014647695.1,rpoB,126
GCF_014648075.1,rpoB,239
GCF_014648195.1,rpoB,878
GCF_014648615.1,rpoB,40
GCF_014648635.1,rpoB,338
GCF_014648655.1,rpoB,94
GCF_014648695.1,rpoB,63
GCF_014648795.1,rpoB,221
GCF_014648815.1,rpoB,531
GCF_014648875.1,rpoB,105
GCF_014648935.1,rpoB,474
GCF_014649015.1,rpoB,749
GCF_014649135.1,rpoB,897
GCF_014649195.1,rpoB,279
GCF_014649215.1,rpoB,35
GCF_014649255.1,rpoB,413
GCF_014649315.1,rpoB,377
GCF_014649335.1,rpoB,808
GCF_014649375.1,rpoB,744
GCF_014649435.1,rpoB,735
GCF_014649455.1,rpoB,417
GCF_014649475.1,rpoB,874
GCF_014649515.1,rpoB,374
GCF_014649535.1,rpoB,99
GCF_014649595.1,rpoB,421
GCF_014649635.1,rpoB,421
GCF_014649655.1,rpoB,618
GCF_014649675.1,rpoB,679
GCF_014649795.1,rpoB,940
GCF_014649815.1,rpoB,917
GCF_014649875.1,rpoB,224
GCF_014649895.1,rpoB,184
GCF_014649995.1,rpoB,731
GCF_014650035.1,rpoB,358
GCF_014650075.1,rpoB,13
GCF_014650095.1,rpoB,312
GCF_014650115.1,rpoB,583
GCF_014650135.1,rpoB,411
GCF_014650155.1,rpoB,448
GCF_014650175.1,rpoB,895
GCF_014650215.1,rpoB,411
GCF_014650255.1,rpoB,679
GCF_014650275.1,rpoB,579
GCF_014650315.1,rpoB,572
GCF_014650375.1,rpoB,103
GCF_014650435.1,rpoB,496
GCF_014650455.1,rpoB,318
GCF_014650495.1,rpoB,124
GCF_014650515.1,rpoB,30
GCF_014650535.1,rpoB,255
GCF_014650615.1,rpoB,442
GCF_014650695.1,rpoB,301
GCF_014650715.1,rpoB,685
GCF_014650735.1,rpoB,850
GCF_014650755.1,rpoB,483
GCF_014650775.1,rpoB,27
GCF_014650795.1,rpoB,880
GCF_014650815.1,rpoB,989
GCF_014650835.1,rpoB,20
GCF_014650875.1,rpoB,348
GCF_014650895.1,rpoB,601
GCF_014650915.1,rpoB,522
GCF_014650935.1,rpoB,31
GCF_014650955.1,rpoB,972
GCF_014650975.1,rpoB,413
GCF_014650995.1,rpoB,746
GCF_014651015.1,rpoB,809
GCF_014651075.1,rpoB,652
GCF_014651115.1,rpoB,971
GCF_014651155.1,rpoB,126
GCF_014654675.1,rpoB,769
GCF_014654895.1,rpoB,830
GCF_014655295.1,rpoB,379
GCF_014655335.1,rpoB,23
GCF_014655475.1,rpoB,311
GCF_014655715.1,rpoB,452
GCF_014655855.1,rpoB,504
GCF_014656075.1,rpoB,656
GCF_014656095.1,rpoB,966
GCF_014656135.1,rpoB,843
GCF_014656215.1,rpoB,308
GCF_014656235.1,rpoB,742
GCF_014673495.1,rpoB,133
GCF_014701095.1,rpoB,651
GCF_014701115.1,rpoB,315
GCF_014712245.1,rpoB,57
GCF_014852565.2,rpoB,350
GCF_014852655.1,rpoB,350
GCF_014873495.1,rpoB,507
GCF_014905535.1,rpoB,691
GCF_014930355.1,rpoB,386
GCF_014930365.1,rpoB,386
GCF_014930395.1,rpoB,386
GCF_014930405.1,rpoB,386
GCF_014930415.1,rpoB,386
GCF_015160855.1,rpoB,564
GCF_015160875.1,rpoB,735
GCF_015163075.1,rpoB,835
GCF_015244315.1,rpoB,472
GCF_015475835.1,rpoB,277
GCF_015475845.1,rpoB,205
GCF_015601545.1,rpoB,28
GCF_015645455.1,rpoB,472
GCF_015680775.2,rpoB,384
GCF_015689475.1,rpoB,443
GCF_015708605.1,rpoB,125
GCF_015710995.1,rpoB,455
GCF_015712165.1,rpoB,791
GCF_015767735.1,rpoB,125
GCF_015767755.1,rpoB,125
GCF_015767775.1,rpoB,125
GCF_015767795.1,rpoB,125
GCF_015767815.1,rpoB,125
GCF_015767855.1,rpoB,125
GCF_015767875.1,rpoB,125
GCF_015767895.1,rpoB,125
GCF_015767915.1,rpoB,125
GCF_015767935.1,rpoB,125
GCF_015770475.1,rpoB,320
GCF_015910445.1,rpoB,979
GCF_015912395.1,rpoB,125
GCF_015912435.1,rpoB,125
GCF_015912455.1,rpoB,125
GCF_015912465.1,rpoB,125
GCF_015912875.1,rpoB,125
GCF_015912895.1,rpoB,125
GCF_015912925.1,rpoB,125
GCF_015912945.1,rpoB,125
GCF_015912975.1,rpoB,125
GCF_015912985.1,rpoB,125
GCF_015912995.1,rpoB,125
GCF_015999245.1,rpoB,458
GCF_016017415.1,rpoB,398
GCF_016103465.1,rpoB,539
GCF_016128295.1,rpoB,272
GCF_016411765.1,rpoB,989
GCF_016432665.1,rpoB,240
GCF_016432685.1,rpoB,361
GCF_016432735.1,rpoB,330
GCF_016457305.1,rpoB,133
GCF_016464295.1,rpoB,977
GCF_016467295.1,rpoB,750
GCF_016482685.1,rpoB,650
GCF_016491645.1,rpoB,185
GCF_016521585.1,rpoB,716
GCF_016598475.1,rpoB,741
GCF_016612545.1,rpoB,701
GCF_016612575.1,rpoB,344
GCF_016612605.1,rpoB,344
GCF_016612625.1,rpoB,778
GCF_016612645.1,rpoB,344
GCF_016612665.1,rpoB,344
GCF_016612705.1,rpoB,404
GCF_016612725.1,rpoB,404
GCF_016612755.1,rpoB,39
GCF_016612775.1,rpoB,404
GCF_016612805.1,rpoB,313
GCF_016612825.1,rpoB,493
GCF_016612855.1,rpoB,642
GCF_016613285.1,rpoB,36
GCF_016613335.1,rpoB,36
GCF_016624005.1,rpoB,716
GCF_016653995.1,rpoB,1
GCF_016654055.1,rpoB,605
GCF_016654065.1,rpoB,344
GCF_016654115.1,rpoB,778
GCF_016741775.1,rpoB,470
GCF_016741825.1,rpoB,481
GCF_016741855.1,rpoB,718
GCF_016741875.1,rpoB,936
GCF_016741935.1,rpoB,822
GCF_016755855.1,rpoB,40
GCF_016755875.1,rpoB,42
GCF_016755895.1,rpoB,179
GCF_016756395.1,rpoB,591
GCF_016757295.1,rpoB,519
GCF_016772455.1,rpoB,1
GCF_016803985.1,rpoB,513
GCF_016804005.1,rpoB,754
GCF_016834575.1,rpoB,184
GCF_016860525.1,rpoB,619
GCF_016860545.1,rpoB,313
GCF_016876065.1,rpoB,612
GCF_016901035.1,rpoB,884
GCF_016905445.1,rpoB,882
GCF_016906185.1,rpoB,2
GCF_016906205.1,rpoB,2
GCF_016906225.1,rpoB,2
GCF_016906245.1,rpoB,2
GCF_016906265.1,rpoB,2
GCF_016909575.1,rpoB,256
GCF_016916835.1,rpoB,510
GCF_016917755.1,rpoB,286
GCF_016918855.1,rpoB,963
GCF_016919245.1,rpoB,562
GCF_016919685.1,rpoB,314
GCF_016921115.1,rpoB,582
GCF_017114865.1,rpoB,955
GCF_017164735.1,rpoB,510
GCF_017168205.1,rpoB,764
GCF_017311125.1,rpoB,394
GCF_017349075.1,rpoB,395
GCF_017352335.1,rpoB,149
GCF_017356985.1,rpoB,395
GCF_017358145.1,rpoB,1
GCF_017377775.1,rpoB,952
GCF_017526105.1,rpoB,847
GCF_017592595.1,rpoB,836
GCF_017614965.1,rpoB,805
GCF_017639205.1,rpoB,40
GCF_017676345.1,rpoB,927
GCF_017825375.1,rpoB,389
GCF_017874515.1,rpoB,301
GCF_017876235.1,rpoB,221
GCF_017876255.1,rpoB,462
GCF_017876625.1,rpoB,449
GCF_017877015.1,rpoB,766
GCF_017916255.1,rpoB,146
GCF_017933115.1,rpoB,309
GCF_017933235.1,rpoB,309
GCF_017933255.1,rpoB,309
GCF_017942185.1,rpoB,87
GCF_017948455.1,rpoB,950
GCF_017968905.1,rpoB,309
GCF_017968935.1,rpoB,309
GCF_017968965.1,rpoB,309
GCF_017969005.1,rpoB,165
GCF_017969025.1,rpoB,165
GCF_017969045.1,rpoB,309
GCF_017979945.1,rpoB,480
GCF_018035285.1,rpoB,345
GCF_018069625.1,rpoB,872
GCF_018070025.1,rpoB,941
GCF_018070055.1,rpoB,185
GCF_018070125.1,rpoB,185
GCF_018070145.1,rpoB,126
GCF_018070175.1,rpoB,464
GCF_018070205.1,rpoB,540
GCF_018070225.1,rpoB,240
GCF_018070255.1,rpoB,420
GCF_018070265.1,rpoB,464
GCF_018070535.1,rpoB,271
GCF_018070605.1,rpoB,961
GCF_018070665.1,rpoB,514
GCF_018070745.1,rpoB,12
GCF_018128905.1,rpoB,751
GCF_018138705.1,rpoB,86
GCF_018138715.1,rpoB,86
GCF_018141485.1,rpoB,211
GCF_018255875.1,rpoB,140
GCF_018310535.1,rpoB,200
GCF_018310575.1,rpoB,237
GCF_018530775.1,rpoB,406
GCF_018530825.1,rpoB,12
GCF_018555775.1,rpoB,222
GCF_018604545.1,rpoB,285
GCF_018614035.1,rpoB,738
GCF_018614055.1,rpoB,924
GCF_018614075.1,rpoB,734
GCF_018614095.1,rpoB,191
GCF_018614135.1,rpoB,894
GCF_018614155.1,rpoB,914
GCF_018614185.1,rpoB,424
GCF_018614195.1,rpoB,670
GCF_018614355.1,rpoB,424
GCF_018614415.1,rpoB,527
GCF_018614445.1,rpoB,393
GCF_018614475.1,rpoB,191
GCF_018614515.1,rpoB,295
GCF_018614525.1,rpoB,390
GCF_018614615.1,rpoB,607
GCF_018619165.1,rpoB,5
GCF_018619185.1,rpoB,268
GCF_018619195.1,rpoB,5
GCF_018619235.1,rpoB,5
GCF_018619495.1,rpoB,35
GCF_018619515.1,rpoB,35
GCF_018619535.1,rpoB,35
GCF_018619555.1,rpoB,35
GCF_018619575.1,rpoB,35
GCF_018619585.1,rpoB,35
GCF_018638295.1,rpoB,199
GCF_018638305.1,rpoB,570
GCF_018638335.1,rpoB,547
GCF_018728545.1,rpoB,223
GCF_018866325.1,rpoB,495
GCF_018883605.1,rpoB,328
GCF_018927715.1,rpoB,479
GCF_018966745.1,rpoB,278
GCF_018982965.1,rpoB,536
GCF_019029485.1,rpoB,899
GCF_019029505.1,rpoB,899
GCF_019049125.1,rpoB,271
GCF_019049165.1,rpoB,633
GCF_019049185.1,rpoB,12
GCF_019049245.1,rpoB,627
GCF_019049255.1,rpoB,306
GCF_019049285.1,rpoB,251
GCF_019049345.1,rpoB,223
GCF_019067045.1,rpoB,36
GCF_019090105.1,rpoB,299
GCF_019090165.1,rpoB,368
GCF_019091445.1,rpoB,579
GCF_019091475.1,rpoB,733
GCF_900079405.2,rpoB,696
GCF_900079415.1,rpoB,868
GCF_900090065.1,rpoB,346
GCF_900090085.1,rpoB,773
GCF_900091315.1,rpoB,900
GCF_900091715.1,rpoB,39
GCF_900091725.1,rpoB,596
GCF_900091745.1,rpoB,346
GCF_900091765.1,rpoB,614
GCF_900091775.1,rpoB,339
GCF_900091785.1,rpoB,36
GCF_900091835.1,rpoB,752
GCF_900091845.1,rpoB,258
GCF_900091855.1,rpoB,953
GCF_900091865.1,rpoB,502
GCF_900091875.1,rpoB,730
GCF_900091885.1,rpoB,93
GCF_900091905.1,rpoB,8
GCF_900091975.1,rpoB,133
GCF_900091985.1,rpoB,133
GCF_900092005.1,rpoB,3
GCF_900095575.1,rpoB,39
GCF_900101585.1,rpoB,611
GCF_900102095.1,rpoB,440
GCF_900102245.1,rpoB,253
GCF_900103455.1,rpoB,992
GCF_900103585.1,rpoB,426
GCF_900104815.1,rpoB,696
GCF_900104865.1,rpoB,213
GCF_900104935.1,rpoB,126
GCF_900105235.1,rpoB,253
GCF_900105245.1,rpoB,657
GCF_900105265.1,rpoB,831
GCF_900105275.1,rpoB,486
GCF_900105395.1,rpoB,477
GCF_900105415.1,rpoB,407
GCF_900105465.1,rpoB,486
GCF_900105525.1,rpoB,213
GCF_900105605.1,rpoB,657
GCF_900105695.1,rpoB,70
GCF_900105705.1,rpoB,8
GCF_900105755.1,rpoB,807
GCF_900105775.1,rpoB,253
GCF_900105915.1,rpoB,231
GCF_900111245.1,rpoB,964
GCF_900112965.1,rpoB,918
GCF_900114955.1,rpoB,386
GCF_900116325.1,rpoB,913
GCF_900119365.1,rpoB,886
GCF_900129855.1,rpoB,799
GCF_900142575.1,rpoB,465
GCF_900171555.1,rpoB,92
GCF_900177255.1,rpoB,779
GCF_900187385.1,rpoB,253
GCF_900187925.1,rpoB,590
GCF_900199205.1,rpoB,446
GCF_900206255.1,rpoB,834
GCF_900215305.1,rpoB,824
GCF_900215565.1,rpoB,363
GCF_900215595.1,rpoB,507
GCF_900215615.1,rpoB,665
GCF_900221035.1,rpoB,649
GCF_900230275.1,rpoB,382
GCF_900236475.1,rpoB,294
GCF_900236505.1,rpoB,294
GCF_900290235.1,rpoB,291
GCF_900460065.1,rpoB,8
GCF_900460115.1,rpoB,548
GCF_902506575.1,rpoB,574
GCF_904440635.1,rpoB,18
GCF_904440645.1,rpoB,18
GCF_000009765.2,trpB,135
GCF_000010605.1,trpB,8
GCF_000091305.1,trpB,180
GCF_000092385.1,trpB,526
GCF_000147815.2,trpB,306
GCF_000148465.1,trpB,141
GCF_000156695.2,trpB,510
GCF_000163875.1,trpB,141
GCF_000177175.2,trpB,278
GCF_000177195.2,trpB,215
GCF_000204605.1,trpB,926
GCF_000220705.2,trpB,195
GCF_000225525.1,trpB,198
GCF_000226455.1,trpB,276
GCF_000239075.1,trpB,428
GCF_000253235.1,trpB,16
GCF_000261345.2,trpB,581
GCF_000297635.1,trpB,320
GCF_000299175.2,trpB,39
GCF_000316095.1,trpB,148
GCF_000317595.1,trpB,362
GCF_000331185.2,trpB,64
GCF_000332625.1,trpB,688
GCF_000340335.1,trpB,137
GCF_000342125.1,trpB,162
GCF_000349325.1,trpB,556
GCF_000359525.1,trpB,39
GCF_000364805.1,trpB,170
GCF_000367365.1,trpB,172
GCF_000373225.1,trpB,129
GCF_000373405.1,trpB,589
GCF_000373625.1,trpB,760
GCF_000380165.1,trpB,192
GCF_000382745.1,trpB,215
GCF_000383595.1,trpB,137
GCF_000384175.1,trpB,174
GCF_000385945.1,trpB,147
GCF_000403665.1,trpB,409
GCF_000403765.2,trpB,683
GCF_000404005.1,trpB,212
GCF_000411495.1,trpB,131
GCF_000412265.2,trpB,722
GCF_000429085.1,trpB,144
GCF_000444875.1,trpB,528
GCF_000478605.2,trpB,860
GCF_000495755.1,trpB,234
GCF_000497425.1,trpB,743
GCF_000498935.1,trpB,510
GCF_000504065.1,trpB,683
GCF_000518045.1,trpB,799
GCF_000590515.1,trpB,333
GCF_000612545.2,trpB,621
GCF_000647875.1,trpB,634
GCF_000695235.1,trpB,801
GCF_000696595.1,trpB,158
GCF_000698495.1,trpB,40
GCF_000700005.2,trpB,237
GCF_000707925.2,trpB,64
GCF_000709915.1,trpB,863
GCF_000715745.1,trpB,2
GCF_000715845.1,trpB,99
GCF_000716025.1,trpB,344
GCF_000716215.1,trpB,176
GCF_000716435.1,trpB,484
GCF_000716445.1,trpB,193
GCF_000716455.1,trpB,219
GCF_000716515.1,trpB,605
GCF_000716525.1,trpB,131
GCF_000716625.1,trpB,136
GCF_000716675.1,trpB,130
GCF_000716685.1,trpB,371
GCF_000716805.1,trpB,197
GCF_000716845.1,trpB,64
GCF_000716875.1,trpB,166
GCF_000716935.1,trpB,38
GCF_000717025.1,trpB,9
GCF_000717055.1,trpB,153
GCF_000717215.1,trpB,388
GCF_000717285.1,trpB,64
GCF_000717345.1,trpB,59
GCF_000717375.1,trpB,5
GCF_000717595.1,trpB,335
GCF_000717645.1,trpB,2
GCF_000717655.1,trpB,462
GCF_000717665.1,trpB,49
GCF_000717725.1,trpB,166
GCF_000717745.1,trpB,80
GCF_000717795.1,trpB,496
GCF_000717805.1,trpB,64
GCF_000717815.1,trpB,646
GCF_000717845.1,trpB,641
GCF_000717875.1,trpB,223
GCF_000717915.1,trpB,248
GCF_000717925.1,trpB,553
GCF_000717945.1,trpB,706
GCF_000717965.1,trpB,2
GCF_000717995.1,trpB,190
GCF_000718015.1,trpB,75
GCF_000718095.1,trpB,182
GCF_000718155.1,trpB,156
GCF_000718165.1,trpB,488
GCF_000718175.1,trpB,11
GCF_000718205.1,trpB,210
GCF_000718235.1,trpB,2
GCF_000718245.1,trpB,2
